ticker,date,open,high,low,close,volume,rsi_14,atr_14,rvol,volatility_5d,volatility_20d,consecutive_up,consecutive_down,price_vs_vwap,price_vs_ema9,price_vs_ema20,strat_candle,strat_combo,strat_setup,ftfc_score,ftfc_direction,macd,macd_signal,macd_histogram,bb_width,bb_pct,gap_pct,c1d,vix_close
IWM,2016-06-23,115.82,116.91,115.73,116.82,30202550,60.56136589097306,1.5261822566337035,1.0753882040842702,,0.12954492397284895,1,2,,1.2564495338966015,1.6068145669320781,2U,22_bull_continuation,,,,0.5831568950967352,0.7474559020627145,-0.16429900696597932,5.320831138083975,0.722427656372905,,112.55,17.25
IWM,2016-06-24,111.94,114.035,111.5,112.55,74942856,42.62620801832191,1.7971692383027242,2.411689796955075,,0.1870734595049583,1,2,,-1.9653470084521067,-1.9102696710175078,2D,22_bear_reversal,,,,0.32068937382518925,0.6621025964152095,-0.34141322259002027,5.669532255839442,-0.03628762705571941,,108.69,25.76
IWM,2016-06-27,111.07,111.07,108.19,108.69,59524205,33.08702169848726,1.9802285784239582,1.8044228834106684,,0.2181354867758973,1,2,,-4.307925672420595,-4.796115629101081,2D,22_bear_continuation,,,,-0.19652238071890338,0.49037760098838695,-0.6868999817072903,8.249552715147871,-0.30064946889446126,,110.37,23.85
IWM,2016-06-28,109.65,110.88,109.57,110.37,42035223,39.43933523333301,1.9952122513936752,1.2566003810517679,,0.2265075658816049,1,2,,-2.2759421633073247,-3.017496523989418,1,nan,,,,-0.46548860002587844,0.2992043607855339,-0.7646929608114124,9.302285955613485,-0.004553399282215941,,112.88,18.75
IWM,2016-06-29,111.7,113.05,111.53,112.88,34031605,47.46401270544167,2.0441256620084123,1.0064549774084508,,0.24127497805177253,2,1,,-0.04283036358596303,-0.7351906475795361,2U,212_bull_reversal,,,,-0.4706844858073964,0.14522659146694789,-0.6159110772743444,9.465704622478114,0.28464360749656253,,114.98,16.64
IWM,2016-06-30,113.12,115.02,112.57,114.98,42973797,53.067298366863014,2.073116686150669,1.234990442479805,,0.24955209973247588,3,0,,1.4481425859119916,1.0045927099808956,2U,22_bull_continuation,,,,-0.30187004320536914,0.055807264532484475,-0.3576773077378536,9.329209184062904,0.5156497723568465,,115.39,15.63
IWM,2016-07-01,115.05,115.95,114.8,115.39,24397763,54.096686475643594,2.0071797799970503,0.7055419854956937,,0.24912202062055602,3,0,,1.4426899239852748,1.2331788120788718,2U,22_bull_continuation,,,,-0.13346134836668,0.01795354195265158,-0.15141489031933159,9.286312508202798,0.5629959415519632,,113.69,14.77
IWM,2016-07-05,115.02,115.26,113.065,113.69,29342533,49.27114558113261,2.0298812242829753,0.8455995428957843,,0.250755467194283,2,1,,-0.04146773581875278,-0.23371564355268962,2D,22_bear_reversal,,,,-0.13560882279942632,-0.012758930997764002,-0.12284989180166232,9.05902665853256,0.39640167367031137,,113.89,15.58
IWM,2016-07-06,112.54,114.01,112.31,113.89,24677299,49.8380573086774,2.0063182796913344,0.7074464917760219,,0.25052797703167007,2,1,,0.10747214265757647,-0.05266894913493063,2D,22_bear_continuation,,,,-0.119791501368681,-0.0341654450719474,-0.08562605629673359,8.665365543357296,0.4359519229485409,,114.13,14.96
IWM,2016-07-07,114.22,114.99,113.41,114.13,20780605,50.55218102483064,1.9758669739990962,0.6019656628012631,,0.2487417649920878,2,1,,0.2545804845513464,0.14288538935657638,2U,22_bull_reversal,,,,-0.08688856860818817,-0.04471006977919556,-0.042178498828992605,7.856472490883135,0.4872716412975369,,116.79,14.76
IWM,2016-07-08,115.25,117.09,115.15,116.79,37964832,57.73415381089114,2.0461621901420184,1.0770919299902468,,0.26326593884542604,3,0,,2.062264145764426,2.2357227916032474,2U,22_bull_continuation,,,,0.15207399772677377,-0.005353256278001699,0.15742725400477547,7.580843224866442,0.8434974082379721,,118.14,13.2
IWM,2016-07-11,117.56,118.43,117.47,118.14,26980242,60.842626017886666,2.0171506051318744,0.7716974032467996,,0.26148015618377346,3,0,,2.5769097349285226,3.0819808473714105,2U,22_bull_continuation,,,,0.44525465228859673,0.084768325435318,0.36048632685327875,8.183246055203512,0.9705345499847905,,119.72,13.54
